record_id,data_source,icij_source,node_type,primary_name,jurisdiction,status,incorporated,inactivated,struck_off,company_type,countries,address,address_type,notes
224717,ICIJ,Offshore Leaks,ENTITY,Holdenet Management Ltd.,XXX,Dead,21-JAN-2005,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
228056,ICIJ,Offshore Leaks,ENTITY,FENTERDEE LIMITED,XXX,Active,08-MAR-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
222443,ICIJ,Offshore Leaks,ENTITY,DANTE INTERCORP LTD.,XXX,Dead,10-APR-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222448,ICIJ,Offshore Leaks,ENTITY,CHENET COMMERCE LTD.,XXX,Active,10-APR-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
224746,ICIJ,Offshore Leaks,ENTITY,Teranes Financial Ltd.,XXX,Active,21-JAN-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
224773,ICIJ,Offshore Leaks,ENTITY,UTS Overseas Limited,XXX,Dead,18-JAN-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
224798,ICIJ,Offshore Leaks,ENTITY,Wellsley Traders Ltd.,XXX,Dead,21-JAN-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
224809,ICIJ,Offshore Leaks,ENTITY,Quick Contracts Ltd.,XXX,Active,11-JAN-2005,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222482,ICIJ,Offshore Leaks,ENTITY,INGLEFIELD SOLUTIONS LIMITED,XXX,Dead,19-JUN-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,Appleton Company Services Limited 186 Hammersmith Road London W6 7DJ United Kingdom RT BVI,BUSINESS,
222519,ICIJ,Offshore Leaks,ENTITY,Ermolent Consulting Inc.,XXX,Active,03-JAN-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222520,ICIJ,Offshore Leaks,ENTITY,Euromatic Select Limited,XXX,Dead,03-JAN-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222524,ICIJ,Offshore Leaks,ENTITY,Farronat Company Ltd.,XXX,Active,03-JAN-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222537,ICIJ,Offshore Leaks,ENTITY,International Bulk Shipping & Trading Ltd.,XXX,Active,02-MAY-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
228192,ICIJ,Offshore Leaks,ENTITY,Sportzone International Limited,XXX,Dead,20-JUL-1999,,,Standard Company under IBC Act,XXX;XXX;GBR,"Companies Plus Ltd. ** Please send all statements of account to REDACTED 122-126 Tooley Street

122-126 Tooley Street London SE1 2TU England",BUSINESS,
228206,ICIJ,Offshore Leaks,ENTITY,Loadbase SA,XXX,Active,15-SEP-1999,,,Standard Company under IBC Act,XXX;VGB;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
224864,ICIJ,Offshore Leaks,ENTITY,Katnert Commercial Inc.,XXX,Liquidated,04-JAN-2005,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
224867,ICIJ,Offshore Leaks,ENTITY,Montorant Trading Ltd.,XXX,Dead,04-JAN-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222576,ICIJ,Offshore Leaks,ENTITY,Rougemont Enterprises Limited,XXX,Dead,16-NOV-2000,,,,XXX;VGB;GBR,T & C First Secretarial Ltd. 5 Belgrave Gardens St Johns Wood London NW8 0QY England RT BVI,BUSINESS,
222602,ICIJ,Offshore Leaks,ENTITY,Econoline Alliance Limited,XXX,Dead,03-NOV-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
228312,ICIJ,Offshore Leaks,ENTITY,Arab African Mofaz Trading Ltd.,XXX,Dead,24-NOV-1999,,,Standard Company under IBC Act,XXX;GBR;XXX,Capital Premier Ltd. c/o Cornhill International Limited 1 Snow Hill London EC1A 2EN United Kingdom,BUSINESS,
228921,ICIJ,Offshore Leaks,ENTITY,Gold Impex Ltd.,XXX,Dead,12-MAY-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
224992,ICIJ,Offshore Leaks,ENTITY,Lyrtona Investments Ltd.,XXX,Dead,12-JAN-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222673,ICIJ,Offshore Leaks,ENTITY,Bernstein Services Inc.,XXX,Transferred OUT,15-SEP-2004,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222697,ICIJ,Offshore Leaks,ENTITY,Kordian Systems Inc.,XXX,Active,29-NOV-2005,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222703,ICIJ,Offshore Leaks,ENTITY,Erenbant Management Inc.,XXX,Active,29-NOV-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222704,ICIJ,Offshore Leaks,ENTITY,Eggleston Association Ltd.,XXX,Active,29-NOV-2005,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222720,ICIJ,Offshore Leaks,ENTITY,HUTCHINGTON GROUP INC.,XXX,Active,23-FEB-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222724,ICIJ,Offshore Leaks,ENTITY,TREKLOGIC GROUP LTD.,XXX,Dead,07-APR-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222751,ICIJ,Offshore Leaks,ENTITY,International Advantage Limited,XXX,Active,31-MAR-1998,,,Standard Company under IBC Act,XXX;GBR;VGB,"Companies Plus Ltd. ** Please send all statements of account to REDACTED 122-126 Tooley Street

122-126 Tooley Street London SE1 2TU England",BUSINESS,
228396,ICIJ,Offshore Leaks,ENTITY,Sugarcane Group Limited,XXX,Dead,13-APR-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
229052,ICIJ,Offshore Leaks,ENTITY,Netforce Investments Ltd.,XXX,Dead,28-FEB-2001,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229080,ICIJ,Offshore Leaks,ENTITY,Connect Group Ltd.,XXX,Dead,22-FEB-2001,,,Standard Company under IBC Act,XXX;GBR;XXX,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
224994,ICIJ,Offshore Leaks,ENTITY,Davidor Industries Inc.,XXX,Dead,12-JAN-2005,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225027,ICIJ,Offshore Leaks,ENTITY,Bestmart Global Inc.,XXX,Dead,24-JAN-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222805,ICIJ,Offshore Leaks,ENTITY,GOLDSOR ASSOCIATION INC.,XXX,Active,10-AUG-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222807,ICIJ,Offshore Leaks,ENTITY,NOVATEK PRODUCTS LTD.,XXX,Active,10-AUG-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
228502,ICIJ,Offshore Leaks,ENTITY,Mellvince Ventures Corp.,XXX,Dead,04-APR-2000,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
228512,ICIJ,Offshore Leaks,ENTITY,Timefold Investments SA,XXX,Dead,06-APR-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
229098,ICIJ,Offshore Leaks,ENTITY,Vitrius Ltd.,XXX,Dead,06-DEC-2000,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229124,ICIJ,Offshore Leaks,ENTITY,Paragon Commerce Ltd.,XXX,Active,21-MAY-2001,,,Standard Company under IBC Act,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225051,ICIJ,Offshore Leaks,ENTITY,Cedronk Marketing Ltd.,XXX,Liquidated,04-FEB-2005,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225131,ICIJ,Offshore Leaks,ENTITY,INCORVINT DEVELOPMENT INC.,XXX,Active,30-JAN-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222844,ICIJ,Offshore Leaks,ENTITY,CALEDON TRADING COMPANY INC.,XXX,Dead,07-APR-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222845,ICIJ,Offshore Leaks,ENTITY,CALISTEK PARTNERS INC.,XXX,Dead,07-APR-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222862,ICIJ,Offshore Leaks,ENTITY,CRESTBURY LTD.,XXX,Active,06-APR-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Alpha Offshore Limited 2nd Floor 109 Uxbridge Road London, W5 5TL United Kingdom RT BVI",BUSINESS,
229170,ICIJ,Offshore Leaks,ENTITY,Yellowstone Resources Limited,XXX,Transferred OUT,26-FEB-2001,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
225225,ICIJ,Offshore Leaks,ENTITY,COMMERT VENTURES LTD.,XXX,Dead,06-FEB-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
222922,ICIJ,Offshore Leaks,ENTITY,Uniplex Investments Limited,XXX,Dead,21-JUL-1995,,,,XXX;GBR;XXX,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
228675,ICIJ,Offshore Leaks,ENTITY,Mindlock Ltd.,XXX,Dead,06-DEC-1999,,,Standard Company under IBC Act,XXX;XXX;GBR,Capital Premier Ltd. c/o Cornhill International Limited 1 Snow Hill London EC1A 2EN United Kingdom,BUSINESS,
228676,ICIJ,Offshore Leaks,ENTITY,Acretime Ltd.,XXX,Dead,06-DEC-1999,,,Standard Company under IBC Act,XXX;VGB;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
222959,ICIJ,Offshore Leaks,ENTITY,COLEFORD INVEST HOLDINGS LIMITED,XXX,Dead,19-JUN-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,Appleton Company Services Limited 186 Hammersmith Road London W6 7DJ United Kingdom RT BVI,BUSINESS,
222999,ICIJ,Offshore Leaks,ENTITY,Helping Hand International Limited,XXX,Dead,22-NOV-1999,,,Standard Company under IBC Act,XXX;VGB;GBR,"MacCorkindale & Holton P.O. Box 2398 London W1G 9WZ United Kingdom COURIER ONLY:  13 Harley Street London, England W1G 9QG",BUSINESS,
225262,ICIJ,Offshore Leaks,ENTITY,SALCOLT INVESTMENTS LTD.,XXX,Active,20-FEB-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225289,ICIJ,Offshore Leaks,ENTITY,SERONIC FINANCIAL MANAGEMENT INC.,XXX,Dead,01-FEB-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229327,ICIJ,Offshore Leaks,ENTITY,Britannia Enterprises Holdings Ltd.,XXX,Dead,25-APR-2001,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225292,ICIJ,Offshore Leaks,ENTITY,ALMATON PROJECTS INC.,XXX,Active,01-FEB-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225312,ICIJ,Offshore Leaks,ENTITY,EMAKORT HOLDING LTD.,XXX,Active,02-FEB-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225325,ICIJ,Offshore Leaks,ENTITY,KEROSPAN GLOBAL INC.,XXX,Active,02-FEB-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
223039,ICIJ,Offshore Leaks,ENTITY,WESTLAKE INVESTORS INC.,XXX,Active,03-AUG-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
228757,ICIJ,Offshore Leaks,ENTITY,Capital Premier Limited,XXX,Dead,19-OCT-1999,,,Standard Company under IBC Act,XXX;GBR;XXX,Capital Premier Ltd. c/o Cornhill International Limited 1 Snow Hill London EC1A 2EN United Kingdom,BUSINESS,
228785,ICIJ,Offshore Leaks,ENTITY,Strand Multimedia Limited,XXX,Dead,22-DEC-1999,,,Standard Company under IBC Act,XXX;XXX;GBR,ACC Services Ltd. 16 Winchester Walk London SE1 9AQ England RT BVI,BUSINESS,
229405,ICIJ,Offshore Leaks,ENTITY,Hudson Group Holdings Ltd.,XXX,Dead,18-MAY-2001,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229444,ICIJ,Offshore Leaks,ENTITY,Fatima Heliopolis Limited,XXX,Dead,08-JUN-2001,,,Standard Company under IBC Act,XXX;XXX;GBR,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
229464,ICIJ,Offshore Leaks,ENTITY,Domark Capital Corp.,XXX,Dead,27-APR-2001,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225446,ICIJ,Offshore Leaks,ENTITY,Knoxx Holding Management Ltd.,XXX,Active,21-FEB-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229527,ICIJ,Offshore Leaks,ENTITY,Doucet Enterprises Ltd.,XXX,Dead,04-SEP-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
223078,ICIJ,Offshore Leaks,ENTITY,AMG Holdings Limited,XXX,Dead,11-JAN-1999,,,Standard Company under IBC Act,XXX;XXX;GBR,Stanley Davis Group Limited 41 Chalton Street London NW 1JD England,BUSINESS,
228802,ICIJ,Offshore Leaks,ENTITY,Markland Group Inc.,XXX,Active,26-OCT-1999,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
228864,ICIJ,Offshore Leaks,ENTITY,Bracebourne Limited,XXX,Dead,11-AUG-2000,,,Standard Company under IBC Act,XXX;XXX;GBR,"Companies Plus Ltd. ** Please send all statements of account to REDACTED 122-126 Tooley Street

122-126 Tooley Street London SE1 2TU England",BUSINESS,
225540,ICIJ,Offshore Leaks,ENTITY,LINET HOLDINGS LTD.,XXX,Dead,08-FEB-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229554,ICIJ,Offshore Leaks,ENTITY,Program Vision Corp.,XXX,Dead,23-SEP-2003,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
223164,ICIJ,Offshore Leaks,ENTITY,ELKHART ASSOCIATION INC.,XXX,Active,20-NOV-2006,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
223168,ICIJ,Offshore Leaks,ENTITY,TAMBARK MARKETING GROUP INC.,XXX,Dead,20-NOV-2006,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225588,ICIJ,Offshore Leaks,ENTITY,LYSAN MANAGEMENT LTD.,XXX,Active,20-FEB-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225596,ICIJ,Offshore Leaks,ENTITY,KOMERINT SERVICES LTD.,XXX,Active,01-MAR-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225602,ICIJ,Offshore Leaks,ENTITY,UNOKRON PRODUCTS LTD.,XXX,Active,01-MAR-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225622,ICIJ,Offshore Leaks,ENTITY,GLOBAL RECOVERY MANAGEMENT SERVICES LIMITED,XXX,Dead,15-FEB-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,Accounts Centre International Ltd Formations House 29 Harley Street London W1G 9QR RT BVI,BUSINESS,
229624,ICIJ,Offshore Leaks,ENTITY,FourWinds Trading Systems Ltd.,XXX,Dead,23-SEP-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229689,ICIJ,Offshore Leaks,ENTITY,Spring Networking Ltd.,XXX,Active,22-AUG-2003,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
223235,ICIJ,Offshore Leaks,ENTITY,S T P Consulting Ltd.,XXX,Dead,06-OCT-1998,,,Standard Company under IBC Act,XXX;GBR;XXX,Capital Premier Ltd. c/o Cornhill International Limited 1 Snow Hill London EC1A 2EN United Kingdom,BUSINESS,
223269,ICIJ,Offshore Leaks,ENTITY,L.C. Associates Ltd.,XXX,Dead,21-DEC-1999,,,Standard Company under IBC Act,XXX;XXX;GBR,"Euro Commerce Consultants Ltd. 412 Parkway House, Sheen Lane London SW14 8LS England RT BVI",BUSINESS,
223284,ICIJ,Offshore Leaks,ENTITY,Caspian Group Holdings Limited,XXX,Dead,13-JAN-1999,,,Standard Company under IBC Act,XXX;GBR;XXX,"St. James's Management  Kingsway House, 103 Kingsway Holborn London WC2B 6AW England  RT BVI",BUSINESS,
229749,ICIJ,Offshore Leaks,ENTITY,Eplas Select Inc.,XXX,Active,04-SEP-2003,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225644,ICIJ,Offshore Leaks,ENTITY,Magnit Electronics Corp.,XXX,Dead,16-FEB-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225682,ICIJ,Offshore Leaks,ENTITY,TRANS TRADE LTD.,XXX,Active,06-MAR-2007,,,Business Company Limited by Shares,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
225731,ICIJ,Offshore Leaks,ENTITY,Perston Limited,XXX,Active,19-FEB-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,Cornhill International Limited 8 Baden Place Crosby Row London SE1 1YW England RT BVI,BUSINESS,
225736,ICIJ,Offshore Leaks,ENTITY,Sunrise Invest Holdings Limited,XXX,Active,19-FEB-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,Chalfen Services Limited 2nd Floor 93A Rivington Street London EC2A 3AY England RT BVI,BUSINESS,
223336,ICIJ,Offshore Leaks,ENTITY,OBSIDAIN LIMITED,XXX,Active,10-AUG-2009,,,Business Company Limited by Shares,XXX;VGB;GBR,T & C First Secretarial Ltd. 5 Belgrave Gardens St Johns Wood London NW8 0QY England RT BVI,BUSINESS,
223363,ICIJ,Offshore Leaks,ENTITY,BARRISONT HOLDINGS INC.,XXX,Active,17-JAN-2007,,,Business Company Limited by Shares,XXX;GBR;VGB,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229763,ICIJ,Offshore Leaks,ENTITY,Malachite Management Ltd.,XXX,Dead,05-SEP-2003,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229781,ICIJ,Offshore Leaks,ENTITY,InvestTradeMetall Technologies Ltd.,XXX,Active,06-OCT-2003,,,Standard Company under IBC Act,XXX;VGB;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
228876,ICIJ,Offshore Leaks,ENTITY,Unitrust Corporate Services Limited,XXX,,,,,Sundry Account,XXX;GBR;CAN;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI;1600 Steeles Ave. West, Suite 222 Concord, Ontario Canada L4K 4M2",BUSINESS,This is not an offshore entity even though it was logged as such in original database ICIJ received. It isi an internal account created by the agent to record miscellaneous charges of an officer or intermediary
229805,ICIJ,Offshore Leaks,ENTITY,Grandville Enterprises Ltd.,XXX,Dead,07-OCT-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229808,ICIJ,Offshore Leaks,ENTITY,Fenrech Global Ltd.,XXX,Dead,07-OCT-2003,,,Standard Company under IBC Act,XXX;XXX;GBR,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229809,ICIJ,Offshore Leaks,ENTITY,Maxitel Holdings Ltd.,XXX,Dead,07-OCT-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
229847,ICIJ,Offshore Leaks,ENTITY,Franmar Trading Ltd.,XXX,Dead,19-SEP-2003,,,Standard Company under IBC Act,XXX;GBR;XXX,"Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",BUSINESS,
