anchor_record_id,anchor_domain,pointer_record_id,pointer_domain,relationship_role,rel_type,from_date,thru_date
80139822,ICIJ_ID,82005149,ICIJ_ID,president of,DIRECTOR,21-NOV-2001,23-SEP-2002
80140502,ICIJ_ID,81037723,ICIJ_ID,business address,ADDRESS,,
80140502,ICIJ_ID,81042629,ICIJ_ID,residential address; mailing address,ADDRESS,,
80140502,ICIJ_ID,82006598,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80140502,ICIJ_ID,82006598,ICIJ_ID,director of,DIRECTOR,01-JUN-2006,19-JAN-2012
80140502,ICIJ_ID,81068555,ICIJ_ID,residential address,ADDRESS,,
80140560,ICIJ_ID,81083188,ICIJ_ID,mailing address,ADDRESS,,
80140560,ICIJ_ID,81083189,ICIJ_ID,residential address,ADDRESS,,
80140560,ICIJ_ID,82022633,ICIJ_ID,shareholder of,OWNERSHIP,,
80140560,ICIJ_ID,82022633,ICIJ_ID,director of,DIRECTOR,08-FEB-2013,
80140560,ICIJ_ID,82022897,ICIJ_ID,director of,DIRECTOR,25-JAN-2013,
80140560,ICIJ_ID,82023626,ICIJ_ID,director of,DIRECTOR,25-JAN-2013,
80140845,ICIJ_ID,81049681,ICIJ_ID,residential address; mailing address,ADDRESS,,
80140845,ICIJ_ID,82002304,ICIJ_ID,chairman of,DIRECTOR,13-MAY-1998,31-MAR-1999
80140845,ICIJ_ID,82002304,ICIJ_ID,director of,DIRECTOR,13-MAY-1998,14-NOV-1998
80140845,ICIJ_ID,82002973,ICIJ_ID,chairman of,DIRECTOR,13-MAY-1998,31-MAR-1999
80140845,ICIJ_ID,82002973,ICIJ_ID,director of,DIRECTOR,29-DEC-1997,31-MAR-1999
80140845,ICIJ_ID,82003561,ICIJ_ID,chairman of the board of,DIRECTOR,30-OCT-1998,31-MAR-1999
80140845,ICIJ_ID,82003561,ICIJ_ID,director of,DIRECTOR,30-OCT-1998,31-MAR-1999
80140845,ICIJ_ID,82003562,ICIJ_ID,director of,DIRECTOR,30-OCT-1998,31-MAR-1999
80140845,ICIJ_ID,82003562,ICIJ_ID,chairman of the board of,DIRECTOR,30-OCT-1998,31-MAR-1999
80140845,ICIJ_ID,82071363,ICIJ_ID,director of,DIRECTOR,25-MAY-1951,
80140856,ICIJ_ID,81059112,ICIJ_ID,mailing address; residential address,ADDRESS,,
80140856,ICIJ_ID,82004072,ICIJ_ID,secretary of,DIRECTOR,12-NOV-1999,10-JAN-2000
80140856,ICIJ_ID,82004072,ICIJ_ID,vice-president of,DIRECTOR,12-NOV-1999,10-JAN-2000
80140856,ICIJ_ID,82004072,ICIJ_ID,director of,DIRECTOR,12-NOV-1999,10-JAN-2000
80140871,ICIJ_ID,81036087,ICIJ_ID,residential address; mailing address,ADDRESS,,
80140871,ICIJ_ID,82008267,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80140871,ICIJ_ID,82008267,ICIJ_ID,director of,DIRECTOR,06-MAR-2008,
80140871,ICIJ_ID,81068643,ICIJ_ID,residential address,ADDRESS,,
80141119,ICIJ_ID,82005809,ICIJ_ID,director of,DIRECTOR,16-MAY-2003,01-JUN-2006
80141119,ICIJ_ID,82005415,ICIJ_ID,president of,DIRECTOR,27-MAR-2002,19-DEC-2003
80141119,ICIJ_ID,82005415,ICIJ_ID,director of,DIRECTOR,08-FEB-2002,19-DEC-2003
80141119,ICIJ_ID,81068698,ICIJ_ID,mailing address; residential address,ADDRESS,,
80141131,ICIJ_ID,81029475,ICIJ_ID,residential address,ADDRESS,,
80141131,ICIJ_ID,82000863,ICIJ_ID,vice-president of,DIRECTOR,03-JUL-2006,24-AUG-2006
80141131,ICIJ_ID,82000863,ICIJ_ID,director of,DIRECTOR,03-JUL-2006,24-AUG-2006
80141131,ICIJ_ID,81068702,ICIJ_ID,residential address,ADDRESS,,
80141186,ICIJ_ID,81033624,ICIJ_ID,mailing address,ADDRESS,,
80141186,ICIJ_ID,81064527,ICIJ_ID,residential address,ADDRESS,,
80141186,ICIJ_ID,82008128,ICIJ_ID,vice-president of,DIRECTOR,15-JAN-2008,17-NOV-2009
80141186,ICIJ_ID,81068725,ICIJ_ID,residential address,ADDRESS,,
80141202,ICIJ_ID,81033569,ICIJ_ID,mailing address; residential address,ADDRESS,,
80141202,ICIJ_ID,82000270,ICIJ_ID,secretary of,DIRECTOR,22-MAY-2000,23-JAN-2009
80141208,ICIJ_ID,82001138,ICIJ_ID,director of,DIRECTOR,15-DEC-2000,12-NOV-2003
80141208,ICIJ_ID,82001155,ICIJ_ID,director of,DIRECTOR,15-DEC-2000,29-JUN-2001
80141208,ICIJ_ID,81068733,ICIJ_ID,residential address,ADDRESS,,
80141385,ICIJ_ID,81029630,ICIJ_ID,residential address,ADDRESS,,
80141385,ICIJ_ID,82000861,ICIJ_ID,director of,DIRECTOR,22-AUG-2008,03-MAR-2009
80141397,ICIJ_ID,82000626,ICIJ_ID,director of,DIRECTOR,16-JUL-2007,30-JAN-2009
80141397,ICIJ_ID,82000020,ICIJ_ID,director of,DIRECTOR,15-MAR-2004,05-OCT-2009
80141397,ICIJ_ID,82001425,ICIJ_ID,director of,DIRECTOR,16-JUL-2007,30-NOV-2009
80141397,ICIJ_ID,81068779,ICIJ_ID,residential address,ADDRESS,,
80141417,ICIJ_ID,81065885,ICIJ_ID,mailing address; residential address,ADDRESS,,
80141417,ICIJ_ID,82002665,ICIJ_ID,director of,DIRECTOR,20-DEC-1996,09-DEC-1999
80141463,ICIJ_ID,81029475,ICIJ_ID,mailing address,ADDRESS,,
80141463,ICIJ_ID,82007173,ICIJ_ID,vice-president of,DIRECTOR,29-DEC-2006,21-APR-2008
80141463,ICIJ_ID,82007173,ICIJ_ID,director of,DIRECTOR,28-DEC-2006,21-APR-2008
80141463,ICIJ_ID,81068800,ICIJ_ID,residential address,ADDRESS,,
80141463,ICIJ_ID,81068801,ICIJ_ID,residential address,ADDRESS,,
80142064,ICIJ_ID,81025958,ICIJ_ID,mailing address; residential address,ADDRESS,,
80142064,ICIJ_ID,82017215,ICIJ_ID,director of,DIRECTOR,23-JUL-2004,29-JAN-2010
80142086,ICIJ_ID,81063232,ICIJ_ID,mailing address,ADDRESS,,
80142086,ICIJ_ID,82000113,ICIJ_ID,vice-president of,DIRECTOR,13-NOV-2002,16-OCT-2007
80142086,ICIJ_ID,82000113,ICIJ_ID,director of,DIRECTOR,13-NOV-2002,16-OCT-2007
80142086,ICIJ_ID,81069001,ICIJ_ID,residential address,ADDRESS,,
80142118,ICIJ_ID,81030740,ICIJ_ID,residential address,ADDRESS,,
80142118,ICIJ_ID,81041508,ICIJ_ID,mailing address; business address,ADDRESS,,
80142118,ICIJ_ID,82003828,ICIJ_ID,director of,DIRECTOR,31-JUL-2000,16-APR-2004
80142118,ICIJ_ID,82003418,ICIJ_ID,president of,DIRECTOR,11-JUN-1999,16-AUG-2000
80142118,ICIJ_ID,82003418,ICIJ_ID,director of,DIRECTOR,11-JUN-1999,18-JUN-2004
80142118,ICIJ_ID,82004620,ICIJ_ID,director of,DIRECTOR,31-JUL-2000,17-JUN-2004
80142118,ICIJ_ID,82004729,ICIJ_ID,shareholder of,OWNERSHIP,,
80142118,ICIJ_ID,82004729,ICIJ_ID,director of,DIRECTOR,19-OCT-2000,17-OCT-2008
80142118,ICIJ_ID,82004730,ICIJ_ID,director of,DIRECTOR,19-OCT-2000,17-OCT-2008
80142118,ICIJ_ID,82004731,ICIJ_ID,director of,DIRECTOR,19-OCT-2000,17-OCT-2008
80142118,ICIJ_ID,81069019,ICIJ_ID,residential address,ADDRESS,,
80142118,ICIJ_ID,81069020,ICIJ_ID,business address,ADDRESS,,
80142164,ICIJ_ID,81030805,ICIJ_ID,mailing address; residential address,ADDRESS,,
80142164,ICIJ_ID,82004925,ICIJ_ID,treasurer of,DIRECTOR,08-FEB-2001,01-JAN-2010
80142164,ICIJ_ID,81069040,ICIJ_ID,business address; residential address,ADDRESS,,
80142172,ICIJ_ID,82005642,ICIJ_ID,director of,DIRECTOR,29-NOV-2005,11-SEP-2006
80142172,ICIJ_ID,81069043,ICIJ_ID,residential address,ADDRESS,,
80142255,ICIJ_ID,81053819,ICIJ_ID,residential address; business address,ADDRESS,,
80142255,ICIJ_ID,82016627,ICIJ_ID,director of,DIRECTOR,02-DEC-2011,
80142255,ICIJ_ID,81069064,ICIJ_ID,residential address,ADDRESS,,
80142645,ICIJ_ID,81030239,ICIJ_ID,mailing address; residential address,ADDRESS,,
80142645,ICIJ_ID,82002909,ICIJ_ID,director of,DIRECTOR,16-DEC-1997,20-OCT-2006
80142714,ICIJ_ID,81026006,ICIJ_ID,mailing address; residential address,ADDRESS,,
80142714,ICIJ_ID,82017636,ICIJ_ID,director of,DIRECTOR,22-SEP-2011,15-NOV-2014
80142811,ICIJ_ID,81036418,ICIJ_ID,business address; residential address,ADDRESS,,
80142811,ICIJ_ID,82006765,ICIJ_ID,director of,DIRECTOR,01-JUL-2009,
80142811,ICIJ_ID,82006578,ICIJ_ID,director of,DIRECTOR,12-DEC-2013,
80142811,ICIJ_ID,81069215,ICIJ_ID,residential address,ADDRESS,,
80142811,ICIJ_ID,81069216,ICIJ_ID,mailing address; residential address,ADDRESS,,
80142965,ICIJ_ID,81033569,ICIJ_ID,residential address; business address,ADDRESS,,
80142965,ICIJ_ID,81036597,ICIJ_ID,mailing address; residential address,ADDRESS,,
80142965,ICIJ_ID,82000270,ICIJ_ID,secretary of,DIRECTOR,23-JAN-2009,02-JUL-2010
80143123,ICIJ_ID,81055261,ICIJ_ID,mailing address; residential address,ADDRESS,,
80143123,ICIJ_ID,82003073,ICIJ_ID,director of,DIRECTOR,04-MAY-1998,20-NOV-1998
80143191,ICIJ_ID,81031353,ICIJ_ID,mailing address,ADDRESS,,
80143191,ICIJ_ID,82006960,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,21-DEC-2007
80143191,ICIJ_ID,82006960,ICIJ_ID,president of,DIRECTOR,,31-JAN-2008
80143191,ICIJ_ID,82006960,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,21-DEC-2007
80143191,ICIJ_ID,82006517,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,18-JAN-2008
80143191,ICIJ_ID,82006517,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,18-JAN-2008
80143191,ICIJ_ID,82005752,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,14-APR-2010
80143191,ICIJ_ID,82005752,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,14-APR-2010
80143191,ICIJ_ID,82005753,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,14-APR-2010
80143191,ICIJ_ID,82005753,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,14-APR-2010
80143191,ICIJ_ID,82005754,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,05-MAR-2010
80143191,ICIJ_ID,82005754,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,05-MAR-2010
80143191,ICIJ_ID,82005825,ICIJ_ID,director of,DIRECTOR,26-JUL-2006,28-MAY-2007
80143191,ICIJ_ID,82005825,ICIJ_ID,president of,DIRECTOR,26-JUL-2006,28-MAY-2007
80143191,ICIJ_ID,82005443,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,19-MAR-2010
80143191,ICIJ_ID,82005443,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,19-MAR-2010
80143191,ICIJ_ID,82001100,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,03-MAR-2010
80143191,ICIJ_ID,82001100,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,03-MAR-2010
80143191,ICIJ_ID,82005175,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,03-MAR-2010
80143191,ICIJ_ID,82005175,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,03-MAR-2010
80143191,ICIJ_ID,82005199,ICIJ_ID,director of,DIRECTOR,22-MAR-2006,28-JAN-2008
80143191,ICIJ_ID,82005199,ICIJ_ID,president of,DIRECTOR,22-MAR-2006,28-JAN-2008
80143191,ICIJ_ID,81069329,ICIJ_ID,residential address,ADDRESS,,
80143277,ICIJ_ID,81031546,ICIJ_ID,residential address,ADDRESS,,
80143277,ICIJ_ID,81034533,ICIJ_ID,mailing address,ADDRESS,,
80143277,ICIJ_ID,82008214,ICIJ_ID,shareholder of,OWNERSHIP,,
80143277,ICIJ_ID,82008214,ICIJ_ID,vice chairman of,DIRECTOR,17-JUL-2008,18-FEB-2010
80143277,ICIJ_ID,82008214,ICIJ_ID,chairman of,DIRECTOR,03-JAN-2011,14-JUL-2012
80143277,ICIJ_ID,82008214,ICIJ_ID,director of,DIRECTOR,03-JAN-2011,14-JUL-2012
80143277,ICIJ_ID,82008214,ICIJ_ID,chairman of,DIRECTOR,18-FEB-2010,05-APR-2010
80143277,ICIJ_ID,82008214,ICIJ_ID,director of,DIRECTOR,17-JUL-2008,05-APR-2010
80143277,ICIJ_ID,81069349,ICIJ_ID,residential address,ADDRESS,,
80143277,ICIJ_ID,81069350,ICIJ_ID,residential address,ADDRESS,,
80143358,ICIJ_ID,81059462,ICIJ_ID,mailing address,ADDRESS,,
80143358,ICIJ_ID,82007028,ICIJ_ID,director of,DIRECTOR,19-AUG-2009,14-SEP-2010
80143358,ICIJ_ID,81069375,ICIJ_ID,residential address,ADDRESS,,
80143358,ICIJ_ID,81069376,ICIJ_ID,business address,ADDRESS,,
80143404,ICIJ_ID,81034533,ICIJ_ID,residential address,ADDRESS,,
80143404,ICIJ_ID,82008214,ICIJ_ID,shareholder of,OWNERSHIP,,
80143404,ICIJ_ID,82008214,ICIJ_ID,vice chairman of,DIRECTOR,01-MAR-2011,14-JUL-2012
80143404,ICIJ_ID,82008214,ICIJ_ID,director of,DIRECTOR,03-JAN-2011,14-JUL-2012
80143404,ICIJ_ID,81069391,ICIJ_ID,residential address,ADDRESS,,
80143536,ICIJ_ID,81026081,ICIJ_ID,residential address; mailing address,ADDRESS,,
80143536,ICIJ_ID,82022411,ICIJ_ID,director of,DIRECTOR,22-AUG-2000,22-AUG-2000
80143536,ICIJ_ID,82016735,ICIJ_ID,director of,DIRECTOR,30-OCT-1998,30-OCT-1998
80143536,ICIJ_ID,82016736,ICIJ_ID,director of,DIRECTOR,25-OCT-1999,25-OCT-1999
80143619,ICIJ_ID,82007028,ICIJ_ID,shareholder of,OWNERSHIP,,
80143619,ICIJ_ID,82000493,ICIJ_ID,secretary of,DIRECTOR,09-AUG-2000,11-SEP-2001
80143619,ICIJ_ID,82000493,ICIJ_ID,director of,DIRECTOR,13-DEC-2000,11-SEP-2001
80143619,ICIJ_ID,81069431,ICIJ_ID,mailing address; residential address,ADDRESS,,
80143619,ICIJ_ID,81069432,ICIJ_ID,residential address,ADDRESS,,
80143805,ICIJ_ID,81029606,ICIJ_ID,mailing address; residential address,ADDRESS,,
80143805,ICIJ_ID,82000072,ICIJ_ID,director of,DIRECTOR,22-DEC-1982,24-AUG-1998
80143874,ICIJ_ID,81065885,ICIJ_ID,mailing address; residential address,ADDRESS,,
80143874,ICIJ_ID,82001282,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80143874,ICIJ_ID,82001282,ICIJ_ID,director of,DIRECTOR,18-NOV-1998,15-NOV-2004
80143874,ICIJ_ID,82001282,ICIJ_ID,president of,DIRECTOR,18-NOV-1998,15-NOV-2004
80143874,ICIJ_ID,82002665,ICIJ_ID,director of,DIRECTOR,20-DEC-1996,09-DEC-1999
80143948,ICIJ_ID,81069540,ICIJ_ID,residential address,ADDRESS,,
80143948,ICIJ_ID,81069541,ICIJ_ID,residential address,ADDRESS,,
80143948,ICIJ_ID,82002769,ICIJ_ID,director of,DIRECTOR,01-MAR-2006,22-NOV-2010
80143948,ICIJ_ID,82003554,ICIJ_ID,chairman of,DIRECTOR,23-JAN-2009,29-SEP-2011
80143948,ICIJ_ID,82003554,ICIJ_ID,director of,DIRECTOR,01-MAR-2006,29-SEP-2011
80144067,ICIJ_ID,81083765,ICIJ_ID,residential address,ADDRESS,,
80144067,ICIJ_ID,82014073,ICIJ_ID,director of,DIRECTOR,19-NOV-2012,
80144084,ICIJ_ID,81030674,ICIJ_ID,residential address; business address,ADDRESS,,
80144084,ICIJ_ID,81031041,ICIJ_ID,mailing address; residential address,ADDRESS,,
80144084,ICIJ_ID,81069585,ICIJ_ID,residential address,ADDRESS,,
80144084,ICIJ_ID,81081824,ICIJ_ID,residential address,ADDRESS,,
80144084,ICIJ_ID,82007074,ICIJ_ID,director of,DIRECTOR,11-JAN-2008,19-MAR-2008
80144084,ICIJ_ID,82005894,ICIJ_ID,chief financial officer of,DIRECTOR,10-DEC-2007,02-OCT-2007
80144084,ICIJ_ID,82005894,ICIJ_ID,chief financial officer of,DIRECTOR,18-MAR-2008,28-NOV-2008
80144084,ICIJ_ID,82019385,ICIJ_ID,treasurer of,DIRECTOR,05-MAR-2012,
80144084,ICIJ_ID,82019385,ICIJ_ID,director of,DIRECTOR,01-MAR-2012,
80144220,ICIJ_ID,81029475,ICIJ_ID,mailing address,ADDRESS,,
80144220,ICIJ_ID,81033123,ICIJ_ID,residential address,ADDRESS,,
80144220,ICIJ_ID,81047587,ICIJ_ID,residential address,ADDRESS,,
80144220,ICIJ_ID,81069618,ICIJ_ID,residential address,ADDRESS,,
80144220,ICIJ_ID,82000821,ICIJ_ID,vice-president of,DIRECTOR,07-JUN-2010,16-JAN-2013
80144220,ICIJ_ID,82004251,ICIJ_ID,president of,DIRECTOR,01-MAY-2008,15-FEB-2013
80144220,ICIJ_ID,82004251,ICIJ_ID,director of,DIRECTOR,01-MAY-2008,15-FEB-2013
80144220,ICIJ_ID,82004662,ICIJ_ID,director of,DIRECTOR,31-JAN-2008,15-FEB-2013
80144220,ICIJ_ID,82004662,ICIJ_ID,president of,DIRECTOR,01-JAN-2011,15-FEB-2013
80144257,ICIJ_ID,81039357,ICIJ_ID,business address; residential address,ADDRESS,,
80144257,ICIJ_ID,81069634,ICIJ_ID,residential address,ADDRESS,,
80144257,ICIJ_ID,82006058,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80144257,ICIJ_ID,82006058,ICIJ_ID,vice-president of,DIRECTOR,13-MAY-2004,
80144257,ICIJ_ID,82006058,ICIJ_ID,director of,DIRECTOR,13-MAY-2004,
80144257,ICIJ_ID,82004049,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80144257,ICIJ_ID,82004049,ICIJ_ID,vice-president of,DIRECTOR,04-FEB-2004,28-MAR-2008
80144257,ICIJ_ID,82004049,ICIJ_ID,director of,DIRECTOR,04-FEB-2004,28-MAR-2008
80144257,ICIJ_ID,81068664,ICIJ_ID,business address; residential address,ADDRESS,,
80144840,ICIJ_ID,81031041,ICIJ_ID,mailing address,ADDRESS,,
80144840,ICIJ_ID,81069795,ICIJ_ID,residential address,ADDRESS,,
80144840,ICIJ_ID,82005828,ICIJ_ID,vice-president of,DIRECTOR,07-JAN-2004,27-SEP-2006
80144840,ICIJ_ID,82005828,ICIJ_ID,director of,DIRECTOR,07-JAN-2004,27-SEP-2006
80145191,ICIJ_ID,81035007,ICIJ_ID,MULTIPLE USE,,,
80145191,ICIJ_ID,81069863,ICIJ_ID,residential address,ADDRESS,,
80145191,ICIJ_ID,82006760,ICIJ_ID,director of,DIRECTOR,10-AUG-2005,07-FEB-2007
80145191,ICIJ_ID,82004333,ICIJ_ID,director of,DIRECTOR,18-FEB-2004,04-MAR-2009
80145251,ICIJ_ID,81030614,ICIJ_ID,business address; residential address,ADDRESS,,
80145251,ICIJ_ID,81064885,ICIJ_ID,residential address; mailing address,ADDRESS,,
80145251,ICIJ_ID,81069904,ICIJ_ID,residential address,ADDRESS,,
80145251,ICIJ_ID,82009044,ICIJ_ID,director of,DIRECTOR,13-MAR-2009,28-APR-2009
80145251,ICIJ_ID,82009907,ICIJ_ID,director of,DIRECTOR,11-MAR-2010,14-APR-2010
80145251,ICIJ_ID,82007560,ICIJ_ID,chairman of,DIRECTOR,26-JAN-2007,28-AUG-2008
80145251,ICIJ_ID,82007560,ICIJ_ID,director of,DIRECTOR,26-JAN-2007,28-AUG-2008
80145251,ICIJ_ID,82007561,ICIJ_ID,director of,DIRECTOR,26-JAN-2007,28-AUG-2008
80145251,ICIJ_ID,82007561,ICIJ_ID,chairman of,DIRECTOR,26-JAN-2007,28-AUG-2008
80145251,ICIJ_ID,82007107,ICIJ_ID,chairman of the board of,DIRECTOR,20-JUN-2006,30-SEP-2012
80145251,ICIJ_ID,82007107,ICIJ_ID,director of,DIRECTOR,20-JUN-2006,30-SEP-2012
80145251,ICIJ_ID,82007108,ICIJ_ID,director of,DIRECTOR,20-JUN-2006,30-SEP-2012
80145251,ICIJ_ID,82007108,ICIJ_ID,chairman of,DIRECTOR,20-JUN-2006,30-SEP-2012
80145251,ICIJ_ID,82007109,ICIJ_ID,chairman of,DIRECTOR,13-DEC-2006,30-SEP-2012
80145251,ICIJ_ID,82007109,ICIJ_ID,director of,DIRECTOR,13-DEC-2006,30-SEP-2012
80145251,ICIJ_ID,82006985,ICIJ_ID,director of,DIRECTOR,08-MAR-2006,29-JUN-2009
80145251,ICIJ_ID,82006985,ICIJ_ID,chairman of the board of,DIRECTOR,15-MAR-2006,29-JUN-2009
80145251,ICIJ_ID,82006985,ICIJ_ID,treasurer of,DIRECTOR,15-MAR-2006,29-JUN-2009
80145251,ICIJ_ID,82006772,ICIJ_ID,chairman of the board of,DIRECTOR,01-AUG-2005,29-JUN-2009
80145251,ICIJ_ID,82006772,ICIJ_ID,treasurer of,DIRECTOR,01-AUG-2005,29-JUN-2009
80145251,ICIJ_ID,82006772,ICIJ_ID,director of,DIRECTOR,01-AUG-2005,29-JUN-2009
80145251,ICIJ_ID,82005554,ICIJ_ID,director of,DIRECTOR,05-JUN-2002,30-SEP-2012
80145251,ICIJ_ID,82005554,ICIJ_ID,president of,DIRECTOR,05-JUN-2002,30-SEP-2012
80145251,ICIJ_ID,82004423,ICIJ_ID,director of,DIRECTOR,19-MAY-2000,29-JUN-2009
80145251,ICIJ_ID,82004423,ICIJ_ID,vice-president of,DIRECTOR,19-MAY-2000,29-JUN-2009
80145251,ICIJ_ID,82004425,ICIJ_ID,director of,DIRECTOR,19-MAY-2000,30-SEP-2012
80145251,ICIJ_ID,82004425,ICIJ_ID,vice-president of,DIRECTOR,19-MAY-2000,30-SEP-2012
80145251,ICIJ_ID,82004426,ICIJ_ID,vice-president of,DIRECTOR,19-MAY-2000,30-SEP-2012
80145251,ICIJ_ID,82004426,ICIJ_ID,director of,DIRECTOR,19-MAY-2000,30-SEP-2012
80145251,ICIJ_ID,82005089,ICIJ_ID,director of,DIRECTOR,12-JUN-2001,31-DEC-2008
80145251,ICIJ_ID,82005089,ICIJ_ID,president of,DIRECTOR,12-JUN-2001,31-DEC-2008
80145674,ICIJ_ID,81033664,ICIJ_ID,residential address,ADDRESS,,
80145674,ICIJ_ID,81033666,ICIJ_ID,residential address,ADDRESS,,
80145674,ICIJ_ID,81070168,ICIJ_ID,residential address,ADDRESS,,
80145674,ICIJ_ID,82004251,ICIJ_ID,director of,DIRECTOR,01-MAY-2008,
80145676,ICIJ_ID,81058085,ICIJ_ID,residential address; mailing address,ADDRESS,,
80145676,ICIJ_ID,81076992,ICIJ_ID,residential address,ADDRESS,,
80145676,ICIJ_ID,82005948,ICIJ_ID,executive director of,DIRECTOR,05-JUL-2009,04-OCT-2013
80145676,ICIJ_ID,82005948,ICIJ_ID,director of,DIRECTOR,06-OCT-2003,04-OCT-2013
80145676,ICIJ_ID,82005948,ICIJ_ID,shareholder of,OWNERSHIP,,
80145678,ICIJ_ID,81031107,ICIJ_ID,business address; residential address,ADDRESS,,
80145678,ICIJ_ID,81070171,ICIJ_ID,mailing address,ADDRESS,,
80145678,ICIJ_ID,81070172,ICIJ_ID,residential address,ADDRESS,,
80145678,ICIJ_ID,81070173,ICIJ_ID,residential address,ADDRESS,,
80145678,ICIJ_ID,82005947,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80145678,ICIJ_ID,82005947,ICIJ_ID,director of,DIRECTOR,06-OCT-2003,16-MAR-2007
80145678,ICIJ_ID,82005948,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80145678,ICIJ_ID,82005831,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80145708,ICIJ_ID,81036597,ICIJ_ID,residential address; mailing address,ADDRESS,,
80145708,ICIJ_ID,81037137,ICIJ_ID,residential address; mailing address,ADDRESS,,
80145708,ICIJ_ID,81070187,ICIJ_ID,residential address,ADDRESS,,
80145708,ICIJ_ID,82007457,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80145708,ICIJ_ID,82007457,ICIJ_ID,director of,DIRECTOR,06-FEB-2009,
80145708,ICIJ_ID,82007457,ICIJ_ID,chairman of the board of,DIRECTOR,06-FEB-2009,
80145708,ICIJ_ID,82004255,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80145757,ICIJ_ID,81033569,ICIJ_ID,mailing address,ADDRESS,,
80145757,ICIJ_ID,81070199,ICIJ_ID,residential address,ADDRESS,,
80145757,ICIJ_ID,82007457,ICIJ_ID,is signatory for,REPRESENTATIVE,,
80145757,ICIJ_ID,82007457,ICIJ_ID,director of,DIRECTOR,30-NOV-2006,31-JAN-2009
80145757,ICIJ_ID,82007457,ICIJ_ID,chairman of the board of,DIRECTOR,30-NOV-2006,31-JAN-2009
80145798,ICIJ_ID,81070209,ICIJ_ID,residential address,ADDRESS,,
80145798,ICIJ_ID,81070210,ICIJ_ID,mailing address,ADDRESS,,
80145798,ICIJ_ID,82006806,ICIJ_ID,director of,DIRECTOR,01-SEP-2007,21-JUL-2010
80145800,ICIJ_ID,81070211,ICIJ_ID,residential address; mailing address,ADDRESS,,
80145800,ICIJ_ID,81070212,ICIJ_ID,residential address,ADDRESS,,
80145800,ICIJ_ID,82004925,ICIJ_ID,director of,DIRECTOR,28-APR-2010,29-JUL-2010
80145888,ICIJ_ID,81031887,ICIJ_ID,residential address; mailing address,ADDRESS,,
80145888,ICIJ_ID,81054542,ICIJ_ID,residential address,ADDRESS,,
80145888,ICIJ_ID,81070250,ICIJ_ID,residential address,ADDRESS,,
80145888,ICIJ_ID,82008166,ICIJ_ID,director of,DIRECTOR,01-MAR-2009,01-APR-2009
80145888,ICIJ_ID,82007923,ICIJ_ID,director of,DIRECTOR,21-DEC-2007,17-FEB-2009
80145888,ICIJ_ID,82006887,ICIJ_ID,director of,DIRECTOR,01-JUN-2008,01-APR-2009
80145888,ICIJ_ID,82005883,ICIJ_ID,director of,DIRECTOR,30-MAR-2007,29-APR-2009
80145888,ICIJ_ID,82005883,ICIJ_ID,alternate director of,DIRECTOR,29-APR-2009,01-JUL-2009
80145888,ICIJ_ID,82005732,ICIJ_ID,director of,DIRECTOR,01-JUN-2008,05-JUN-2009
80145888,ICIJ_ID,82003065,ICIJ_ID,director of,DIRECTOR,01-JUN-2008,17-FEB-2009
80145888,ICIJ_ID,82003128,ICIJ_ID,director of,DIRECTOR,30-APR-2007,17-FEB-2009
80145888,ICIJ_ID,82002807,ICIJ_ID,director of,DIRECTOR,01-JUN-2008,01-APR-2009
80145888,ICIJ_ID,82003773,ICIJ_ID,director of,DIRECTOR,01-JUN-2008,17-FEB-2009
80146061,ICIJ_ID,81029670,ICIJ_ID,mailing address,ADDRESS,,
80146061,ICIJ_ID,81070294,ICIJ_ID,residential address,ADDRESS,,
80146061,ICIJ_ID,82008241,ICIJ_ID,director of,DIRECTOR,05-DEC-2013,
80146061,ICIJ_ID,82008047,ICIJ_ID,director of,DIRECTOR,05-DEC-2013,
80146061,ICIJ_ID,82009126,ICIJ_ID,director of,DIRECTOR,05-DEC-2013,
